id,original,paraphrased
id_00486,"In intermediate-high risk patients with stable chest pain selected for stress MPI using SPECT, the use of attenuation correction or prone imaging may be reasonable to decrease the rate of false-positive findings.46-51 Assessment of Left Ventricular Function","For patients at intermediate-high risk with stable chest pain undergoing stress MPI with SPECT, employing attenuation correction or prone imaging can be a sensible approach to reduce false-positive results."
id_01926,"In patients with PAD who have undergone endovascular procedures without new lower extremity signs or symptoms, it is reasonable to per- form ABI and arterial duplex ultrasound surveillance within the first 1 to 3 months postprocedure, then repeat at 6 and 12 months, and then annually.17,19,20","For patients with PAD who have had endovascular interventions and show no new signs or symptoms in the lower extremities, it is advisable to conduct ABI and arterial duplex ultrasound monitoring within the first 1 to 3 months after the procedure, followed by assessments at 6 and 12 months, and then annually."
id_02406,"In patients with grade 3 BAAI (Table 33), it may be reasonable to consider repair to reduce risk of progression to life-threatening injury.5","For patients with grade 3 BAAI (refer to Table 33), considering repair might be appropriate to lower the risk of advancing to a life-threatening condition."
id_00007,It is reasonable to position a person with decreased alertness of nontraumatic cause who is breathing normally in a recovery (side-lying) position. Recommendation-Specific Supportive Text,"For an individual with reduced alertness due to a nontraumatic cause who is breathing normally, placing them in a recovery (side-lying) position is advisable."
id_01446,"In patients with CCD on maximally tolerated statin therapy with an LDL-C level <100 mg/ dL (<2.6 mmol/L) and a persistent fasting tri- glyceride level of 150 to 499 mg/dL (1.7–5.6 mmol/L) after addressing secondary causes, icosapent ethyl may be considered to further reduce the risk of MACE and cardiovascular death.32","For patients with CCD who are on the highest tolerated dose of statins and have an LDL-C level below 100 mg/dL (2.6 mmol/L), along with a fasting triglyceride level between 150 and 499 mg/dL (1.7–5.6 mmol/L) after secondary causes have been managed, icosapent ethyl can be considered to further lower the risk of MACE and cardiovascular mortality."
id_01927,"In patients with PAD who have undergone infrain- guinal, prosthetic bypass graft(s) without new lower extremity signs or symptoms, the effectiveness of ABI and arterial duplex ultrasound surveillance is uncertain.14,20,23,24 Telehealth","For patients with PAD who have received infrain- guinal prosthetic bypass grafts and show no new signs or symptoms in the lower extremities, the benefit of using ABI and arterial duplex ultrasound for surveillance remains unclear."
id_00487,"In intermediate-high risk patients with stable chest pain who have pathological Q waves, symptoms or signs suggestive of heart failure, complex ventricular arrhythmias, or a heart murmur with unclear diagnosis, use of TTE is effective for diagnosis of resting left ventricular systolic and diastolic ventricular function and detection of myocardial, valvular, and pericardial abnormalities.13,14,52 Sequential or Add-on Testing: What to Do if Index Test Results are Positive or Inconclusive","For patients at intermediate-high risk with stable chest pain who exhibit pathological Q waves, heart failure symptoms or signs, complex ventricular arrhythmias, or an undiagnosed heart murmur, TTE is effective for assessing resting left ventricular systolic and diastolic function and identifying myocardial, valvular, and pericardial abnormalities."
id_00008,"If a person shows evidence of shock with a normal level of alertness, it is reasonable to place or maintain the person in a supine position.","For individuals exhibiting signs of shock but remaining alert, it is advisable to position or keep them lying flat on their back."
id_02407,"In patients with BAAI, the usefulness of routine application of resuscitative endovascular balloon occlusion of the aorta (REBOA) for hemorrhage control is unclear and, in some cases, may cause harm.6-8","For patients with BAAI, the routine use of resuscitative endovascular balloon occlusion of the aorta (REBOA) for controlling hemorrhage is uncertain and may be harmful in certain situations."
id_01447,"In patients with CCD who are not at very high risk and on maximally tolerated statin therapy with an LDL-C level ≥70 mg/dL (≥1.8 mmol/L), it may be reasonable to add ezetimibe to further reduce the risk of MACE.*14,15,18,19","For patients with CCD who are not at extremely high risk and are on the highest tolerated dose of statins with an LDL-C level of 70 mg/dL (1.8 mmol/L) or higher, adding ezetimibe could be a reasonable option to further decrease the risk of MACE."
id_00488,"For intermediate-high risk patients with stable chest pain and known coronary stenosis of 40% to 90% in a proximal or middle coronary segment on CCTA, FFR-CT can be useful for diagnosis of vessel-specific ischemia and to guide decision-making regarding the use of coronary revascularization.12,53-58","For patients at intermediate to high risk who have stable chest pain and coronary stenosis between 40% and 90% in a proximal or middle coronary segment as shown by CCTA, FFR-CT may aid in diagnosing vessel-specific ischemia and assist in making decisions about coronary revascularization."
